SentenceID,CodeSwitchedSentence,IndicesOfCodeSwitchedWord,IndicesOfPunctuation,TranslatedSentence,AddedWordList
190,部分 家具 可 赠送 （ 床 为 full size ， 1 .,[7_8_9_10_11],[4_9_11],部分 家具 可 赠送 （ 床 为 一米五宽，1.,[1]
191,淡定 ， 面试 老师 很 nice 的 ， 后面 会 出 一 个 测评 报告 ， pass ， pass 但 建议 参加 课程 ， 不 pass 。,[5_16_17_18_25_26],[1_7_15_17_23_26],淡定 ， 面试 老师 很 好 的 ， 后面 会 出 一 个 测评 报告 ， 通过， 通过但 建议 参加 课程 ， 不通过。,
192,淡定 ， 面试 老师 很 nice 的 ， 后面 会 出 一 个 测评 报告 ， pass ， pass 但 建议 参加 课程 ， 不 pass 。,[5_16_17_18_25_26],[1_7_15_17_23_26],淡定 ， 面试 老师 很 好 的 ， 后面 会 出 一 个 测评 报告 ， 通过， 通过但 建议 参加 课程 ， 不通过。,
193,jfk 航班 是 下午 3：50 回国 的 ， 所以 希望 能 在 1：30 之前 到 机场 ， 充分 考虑 的 堵车 的 情况 下 。,[0],[7_16_24],肯尼迪机场 航班 是 下午 3：50 回国 的 ， 所以 希望 能 在 1：30 之前 到 机场 ， 充分 考虑 的 堵车 的 情况 下 。,
195,full size 超 舒服 床 ！,[0_1],[5],一米五宽超舒服的床！,
196,她 叫 jennifer ， 是 访 学 老师 的 家属 ， 为人 可靠 ， 有 意向 的 老师 和 同学 可 放心 联系 。,[2_3],[3_10_13_23],她叫杰尼弗,
197,你 好 ， 请 问 床 queen 还 有 吗 ？,[6],[2_10],你 好 ， 请 问 床一米九款还 有 吗 ？,
198,full size 超 舒服 床 ！,[0_1],[5],一米五宽超舒服的床！,
199,亲 ， 可以 看 一下 full size 的 床 吗 ？,[5_6],[1_10],亲 ， 可以 看 一下 一米五宽 的 床 吗 ？,
200,她 叫 jennifer ， 是 一 位 访 学 老师 的 家属 ， 为人 可靠 ， 有 意向 的 老师 可 放心 联系 。,[2_3],[3_12_15_23],她 叫杰尼弗， 是 一 位 访 学 老师 的 家属 ， 为人 可靠 ， 有 意向 的 老师 可 放心 联系 。,
201,full size 超 舒服 床 ！,[0_1],[5],一米五宽超 舒服 床 ！,
202,小区 内 经常 有 活动 ， 免费 零食 饮料 party 等等 。,[9],[5_11],小区 内 经常 有 活动 ， 免费 零食 饮料派对 等等 。,
204,车身 北极 白 / polaris white,[4_5],[3],车身 北极 白,
205,led 照明 防 滑板,[0],,发光二极管照明 防 滑板,
206,black pack （ 前后 bumper 及 车身 黑色 装饰 条 ）,[0_1_2_4],[2_10],黑色喷漆 （ 前后 保险杆 及 车身 黑色 装饰 条 ）,
207,公交 是 r 线 或者 rc 到 学校 。,[2_5],[8],公交 是 r 线 或者 rc 到 学校 。,
208,海尔 洗衣机 portable 1 .,[2_3_4],[4],海尔 洗衣机 便携式1.,[1]
209,full size 超 舒服 床 ！,[0_1],[5],一米五宽超 舒服 床 ！,
210,full size 超 舒服 床 ！,[0_1],[5],一米五宽超 舒服 床 ！,
211,full size 超 舒服 床 ！,[0_1],[5],一米五宽超 舒服 床 ！,
212,如果 恰好 你 能 提供 ride ， 请 联系 微 信 ： sinchy-tan,[5_6_12],[6_11],如果 恰好 你 能 提供 搭车 ， 请 联系 微 信 ： sinchy-tan,
213,full size 超 舒服 床 ！,[0_1],[5],一米五宽超 舒服 床 ！,
214,full size 超 舒服 床 ！,[0_1],[5],一米五宽超 舒服 床 ！,
215,开车 可以 shift 。,[2_3],[3],开车 可以 轮流。,
216,alex 人 很 好 ， 很 有 耐心 ， 教 得 也 非常 细致 ～ 赞 一 个 ！,[0],[4_8_14_18],艾利克斯人 很 好 ， 很 有 耐心 ， 教 得 也 非常 细致 ～ 赞 一 个 ！,
217,alex 人 很好 ！,[0],[3],艾利克斯人很好！,
218,请 问 一下 summer 还 在 村里 教 开车 吗 ？,[3],[10],请 问 一下暑期还 在 村里 教 开车 吗 ？,
219,谢谢 alex 的 悉心 指导 ！,[1],[5],谢谢 艾利克斯 的 悉心 指导 ！,
220,耐心 ： 反正 我 是 很 happy 。,[6_7],[1_7],耐心 ： 反正 我 是 很开心。,
221,alex 人 非常 准时 ， 今天 在 他 这里 一 次 过 ， 车况 也 不错 ， 所以 非常 感谢 他 ！,[0],[4_12_16_21],艾利克斯 人 非常 准时 ， 今天 在 他 这里 一 次 过 ， 车况 也 不错 ， 所以 非常 感谢 他 ！,
222,开车 时 注意 的 细节 和 问题 都 说 的 很 详细 ， 对于 考试 的 准备 也 很 专业 ， 考试 时候 考官 说 的 话 和 alex 平时 说 的 一模一样 。,[28],[12_20_33],开车 时 注意 的 细节 和 问题 都 说 的 很 详细 ， 对于 考试 的 准备 也 很 专业 ， 考试 时候 考官 说 的 话 和 艾利克斯 平时 说 的 一模一样 。,
223,而且 除了 考试 ， alex 也 会 说 汽车 保养 技巧 的 东西 ， 很 实用 。,[4],[3_13_16],而且 除了 考试 ， 艾利克斯也 会 说 汽车 保养 技巧 的 东西 ， 很 实用 。,
224,感谢 alex ， 人 很 nice ， 教 的 也 很 棒,[1_2_5_6],[2_6],感谢 艾利克斯， 人 很 好 ， 教 的 也 很 棒,
225,顶 ， alex 连 教官 要 说 什么 考 什么 都 讲 的 非常 清楚 ， 不 愁 考 不过,[2],[1_15],顶 ， 艾利克斯 连 教官 要 说 什么 考 什么 都 讲 的 非常 清楚 ， 不 愁 考 不过,
226,alex 特别 耐心 而且 十分 周到 。,[0],[6],艾利克斯 特别 耐心 而且 十分 周到 。,
227,人 很 nice 教 的 也 很 好 ！,[2],[8],人 很 好 教 的 也 很 好 ！,
228,alex 教 的 非常 耐心 ， 不断 纠正 我 驾驶 中 的 问题 。,[0],[5_13],艾利克斯 教 的 非常 耐心 ， 不断 纠正 我 驾驶 中 的 问题 。,
229,师父 有 句 经典 名言 是 教 我们 how to drive ， 而 不 只是 how to take the test 。,[8_9_10_11_15_16_17_18_19_20],[11_20],师父 有 句 经典 名言 是 教 我们 怎么开车 ， 而 不 只是怎么开始。,
230,alex 师父 非常 有 耐心 、 十分 负责任 。,[0],[5_8],艾利克斯 师父 非常 有 耐心 、 十分 负责任 。,
231,以上 各 点 ， alex 全部 满足 。,[4],[3_7],以上 各 点 ， 艾利克斯 全部 满足 。,
232,alex 是 个 很 好 的 老师 ， 本人 练 了 六 次 去路 考 顺利 通过 。,[0],[7_17],艾利克斯是 个 很 好 的 老师 ， 本人 练 了 六 次 去路 考 顺利 通过 。,
233,如果 想 更 顺利 地 拿 驾照 ， 更 安全 驾驶 ， 多 了解 些 汽车 的 知识 ， don't hesitate to contact alex !,[20_21_22_23_24],[7_11_18_24],如果 想 更 顺利 地 拿 驾照 ， 更 安全 驾驶 ， 多 了解 些 汽车 的 知识 ，别犹豫去联系艾利克斯,
234,另外 ， alex 对 考试 考点 ， 过程 及 考官 讲到 的 指令 都 很 熟悉 。,[2],[1_6_16],另外 ， 艾利克斯对 考试 考点 ， 过程 及 考官 讲到 的 指令 都 很 熟悉 。,
235,我 和 我 妻子 来 美国 后 都 是 跟 alex 学习 开车 的 ， 并且 我们 都 通过 考试 ， 拿到 了 驾照 。,[10],[14_20_24],我 和 我 妻子 来 美国 后 都 是 跟 艾利克斯学习 开车 的 ， 并且 我们 都 通过 考试 ， 拿到 了 驾照 。,
236,真心 为 大家 推荐 alex ， 有 他 的 指导 和 帮助 ， 相信 会 顺利 地 通过 考试 。,[4_5],[5_12_19],真心 为 大家 推荐 艾利克斯 ， 有 他 的 指导 和 帮助 ， 相信 会 顺利 地 通过 考试 。,
237,alex 教 的 很 好 ， 总结 出 了 很多 开车 技巧 ， 非常 受用 。,[0],[5_12_15],艾利克斯 教 的 很 好 ， 总结 出 了 很多 开车 技巧 ， 非常 受用 。,
238,车 是 美国 租车 公司 直接 租 出来 的 mini van ， 基本 全新 ， 内部 干净 整洁 坐 着 很 舒服 ！,[9_10_11],[11_14_22],车 是 美国 租车 公司 直接 租 出来 的 迷你厢车 ， 基本 全新 ， 内部 干净 整洁 坐 着 很 舒服 ！,
239,有 需要 ride 的 同学 可以 联系 我 ！,[2],[8],有 需要 搭车 的 同学 可以 联系 我 ！,
240,ride 大部分 时间 都 有 ！,[0],[5],顺风车 大部分 时间 都 有 ！,
241,full size 超 舒服 床 ！,[0_1],[5],一米五宽超舒服床！,
242,full size 超 舒服 床 ！,[0_1],[5],一米五宽超舒服床！,
243,full size 超 舒服 床 ！,[0_1],[5],一米五宽超舒服床！,
244,full size 超 舒服 床 ！,[0_1],[5],一米五宽超舒服床！,
245,请 问 找到 ride 了 吗,[3],,请 问 找到 搭车 了 吗,
246,可以 和 office 签 下 学年 租约 。,[2],[7],可以 和 小区办公室签 下 学年 租约 。,
247,full size 超 舒服 床 ！,[0_1],[5],一米五宽超舒服床！,
248,full size 超 舒服 床 ！,[0_1],[5],一米五宽超舒服床！,
249,求 ride 12 .,[1_2_3],[3],求搭车,[12]
250,没有 security deposit 。,[1_2_3],[3],有没有保险押金,
251,一 个 check in 一 个 carry on 。,[2_3_6_7_8],[8],一个托运一个随身,
252,一 个 check in 一 个 carry on 。,[2_3_6_7_8],[8],一个托运一个随身,
253,寒假 来临 ， 各位 同学 是否 需要 ride 去 机场 ？,[7],[2_10],寒假 来临 ， 各位 同学 是否 需要搭车 去 机场 ？,
254,the heights 后面 住宅 小区 的 single house .,[0_1_6_7_8],[8],海慈小区后面 住宅 小区 的独栋房,[house]
255,两 室 友 皆 为 phd ， 安静 无 party,[5_6_9],[6],两 室 友 皆 为 博士生 ， 安静 无 派对,
256,地点 ： the heights at state,[2_3_4_5],[1],地点 ： 海慈小区,
257,没有 security deposit 。,[1_2_3],[3],有没有保险押金,
258,小区 环境 非常 好 ， 安静 无 party ， 隔壁 邻居 是 老 先生 和 太太 。,[7_8],[4_8_16],小区 环境 非常 好 ， 安静无派对 ， 隔壁 邻居 是 老 先生 和 太太 。,
259,本人 在 村里 期间 没有 和 anna yang 本人 有 过 业务 上 的 来往 ， 原 贴 不 是 我 发 的 。,[6_7],[15_23],本人 在 村里 期间 没有 和 杨安娜本人 有 过 业务 上 的 来往 ， 原 贴 不 是 我 发 的 。,
260,求 自己 换 bumper 的 教程 !,[3],[6],求 自己 换保险杆 的 教程 !,
261,直接 在 网上 估 的 价格 ， 买 了 后 就 随机 给 了 个 agent 。,[15_16],[6_16],直接 在 网上 估 的 价格 ， 买 了 后 就 随机 给 了 代理商。,
262,后来 又 买 了 state farm 的 房屋 保险 ， 也 是 随机 给 了 个 agent 。,[4_5_16_17],[9_17],后来 又 买 了 州伐木的 房屋 保险 ， 也 是 随机 给 了 个 代理。,
263,但是 车 的 保险 的 agent 基本上 属于 那 种 没有 音信 的 那 种 ， 发 邮件 不 回 ， 打 电话 请 留言 的 。,[5],[15_20_26],但是 车 的 保险 的 代理基本上 属于 那 种 没有 音信 的 那 种 ， 发 邮件 不 回 ， 打 电话 请 留言 的 。,
264,所以 啊 ， 觉得 不 舒服 就 换 公司 换 agent 。,[10_11],[2_11],所以 啊 ， 觉得 不 舒服 就 换 公司 换 代理。,
265,ps ： 我 上面 提到 的 agents 都 是 外国人 ， 名字 就 不 透露 了 。,[0_1_6],[1_10_16],顺便一提： 我 上面 提到 的代理都 是 外国人 ， 名字 就 不 透露 了 。,
266,limited tort 主要 是 精神 赔偿 吧 ？,[0_1],[7],限制侵权 主要 是 精神 赔偿 吧 ？,
267,我 跟 anna 交流 过 几 回 ， 她 还 要 我 不 买 他们 保险 ， 比 其他 贵 一点 。,[2],[7_16_21],我 跟 安娜交流 过 几 回 ， 她 还 要 我 不 买 他们 保险 ， 比 其他 贵 一点 。,
268,至少 ， 本人 去 了 anna 的 办公室 保险 价格 比 在 网 上 quote 是 便宜 的 。,[5_14],[1_18],至少 ， 本人 去 了安娜 的 办公室 保险 价格 比 在 网 上 报价 是 便宜 的 。,
269,state farm 招 agent 的 程序 和 许多 公司 不同 。,[0_1_3],[10],州伐木招 代理 程序 和 许多 公司 不同 。,
270,我 也 不 怀疑 state farm 在 业界 的 实力 和 对 客户 的 忠诚 。,[4_5],[15],我 也 不 怀疑 州伐木在 业界 的 实力 和 对 客户 的 忠诚 。,
271,楼主 原本 不 是 我 的 客户 ， 经 朋友 介绍 需要 帮忙 才 从 别的 state farm 代理 转到 我 的 办公室 。,[16_17],[7_23],楼主 原本 不 是 我 的 客户 ， 经 朋友 介绍 需要 帮忙 才 从 别的 州伐木 代理 转到 我 的 办公室 。,
272,ms yang ， 我 曾经 咨询 nationwide 的 agent 跟 我 说 不 需要 full tort .,[0_1_2_6_8_14_15_16],[2_16],杨小姐， 我 曾经 咨询 国家范围 的 代理 跟 我 说 不 需要 完全代理权利.,
273,感觉 我 的 agent 说 的 完全 不对 。,[3],[8],感觉 我 的 代理 说 的 完全 不对 。,
274,anna 你 这 公关 水平 太 低 了 吧 。,[0],[9],安娜 你 这 公关 水平 太 低 了 吧 。,
275,什么 叫 defamation ？,[2_3],[3],什么 叫 诽谤?,
276,而 对于 评论 的 人 本身 而言 ， 确实 要 对 自己 的 review 负责 。,[13],[7_15],而 对于 评论 的 人 本身 而言 ， 确实 要 对 自己 的 言行负责。,
277,但是 评论 人 本身 的 评价 权利 是 他们 具有 的 first amendment rights 所 保护 的 。,[11_12_13],[17],但是 评论 人 本身 的 评价 权利 是 他们 具有 的第一修正案 所 保护 的 。,
278,什么 情况 下 才 是 defamation ， 我 来 告诉 你 ， outright lying is considered defamation 。,[5_6_12_13_14_15_16_17],[6_11_17],什么 情况 下 才 是 诽谤 ， 我 来 告诉 你 ， 完全说谎就是诽谤 。,
279,关于 defamation 你 就 不要 混淆 视听 了 。,[1],[8],关于诽谤 你 就 不要 混淆 视听 了 。,
280,所以 我们 office 能 在 公司 连续 多 年 获得 legion of honor 等 荣誉 。,[2_10_11_12],[15],所以 我们 官方办公室能 在 公司 连续 多 年 获得 信誉团体 等 荣誉 。,
281,我 是 访 学 ， 周围 很多 老师 都 在 anna 那 买 的 保险 。,[10],[4_15],我 是 访 学 ， 周围 很多 老师 都 在 安娜 那 买 的 保险 。,
282,所以 我 也 找 的 anna 。,[5_6],[6],所以 我 也 找 的安娜。,
283,再次 谢谢 anna 给 我们 的 帮忙 。,[2],[7],再次 谢谢 安娜 给 我们 的 帮忙 。,
284,选择 什么 ， 就是 多少 coverage 。,[5_6],[2_6],选择 什么 ， 就是 多少 覆盖范围。,
285,agents 也 要 遵循 policy 。,[0_4_5],[5],代理商也要遵循规定,
286,声明 ： anna 不 是 my agent ！,[2_5_6_7],[1_7],声明 ： 安娜 不 是 我的代理！,
287,因为 要 租房 上 bbs 一 游 。,[4],[7],因为 要 租房 上 美国二手网一 游 。,
288,否则 没 理由 这么 点 保单 和 理赔 的 问题 需要 到 bbs 上 而 不 去 人家 办公室 谈 。,[12],[20],否则 没 理由 这么 点 保单 和 理赔 的 问题 需要 到美国二手网 上 而 不 去 人家 办公室 谈 。,
289,full size 超 舒服 床 ！,[0_1],[5],一米五宽床超舒服！,
290,可以 到 cleveland 或 columbus 或 indianapolis,[2_4_6],,可以 到 克利夫兰 或 哥伦布 或 印第安纳波利斯,
291,房间 内 有 全套 家具 （ 书桌 、 queen,[8],[5_7],房间 内 有 全套 家具 （ 书桌 、一米九宽床,
292,可以 和 office 签 下 学年 租约 。,[2],[7],可以 和 小区办公室签 下 学年 租约 。,
293,你 需要 的 所有 超市 都 在 bus 线上 。,[7],[9],你 需要 的 所有 超市 都 在公交线上 。,
295,坐标 南边 imperial tower 附近,[2_3],,坐标 南边的皇家高楼 附近,
296,还 可以 免费 送 bus pass ！,[4_5_6],[6],还 可以 免费 送 公交卡！,
297,可以 和 office 续签 下 学年 租约 。,[2],[7],可以 和 小区办公室 续签 下 学年 租约 。,
298,房子 对面 是 ymca 。,[3_4],[4],房子对面是健身房,
299,车 牌号 或 vin 号 。,[3],[5],车牌号或车辆识别码,
300,您 的 email 邮箱 。,[2],[4],您 的邮箱 。,
301,updated ： 二 楼 是 一些 房子 的 具体 信息 。,[0_1],[1_10],更新 ： 二 楼 是 一些 房子 的 具体 信息 。,
302,有 衣帽间 ， 两 人 share 一 个 卫生间 。,[5],[2_9],有 衣帽间 ， 两 人 共用 一 个 卫生间 。,
303,the pointe 的 有 兴趣 吗 明年 一月 就 可以 开始 租 。,[0_1],[12],破音特小区的 有 兴趣 吗 明年 一月 就 可以 开始 租 。,
304,有意 向 者 ， 请 发 英文 简历 （ resume ） 及 职位 申请书 （ cover letter ） 到,[9_10_15_16_17],[3_8_10_14_17],有意 向 者 ， 请 发 英文 简历 及 职位 申请书 到,
305,heights 是 penn state 周边 性价比 最高 的 小区 之一 ， 优点 是 安静 ， 离 学校 近 ， 免费 公交 pass 。,[0_2_3_21_22],[10_14_18_22],海慈小区是 宾州州立 周边 性价比 最高 的 小区 之一 ， 优点 是 安静 ， 离 学校 近 ， 免费 公交 卡,
306,park crest$480一 个 月 。,[0_1],[4],帕克克莱斯特小区$480一 个 月 。,
307,沿途 在 virginia tech 过夜,[2_3],,沿途 在 弗吉尼亚技校 过夜,
309,个人 背景 ： gpa ： 3 .,[3_4_5_6],[2_4_6],个人 背景 ：平均成绩 ： 3.,[3]
310,跟 pivot 老师 聊 过 之后 首先 是 从 思路 上 明确 了 ， 几 月份 应该 做 什么 、 怎么 做 。,[1],[13_19_22],跟 匹华特 老师 聊 过 之后 首先 是 从 思路 上 明确 了 ， 几 月份 应该 做 什么 、 怎么 做 。,
312,最后 ， 不 要 期待 说 如果 你 去 某 一 个 学校 做 过 暑期 科研 或者 交换 、 交流 ， 而且 在 那 成绩 非常 好 ， 这个 学校 就 一定 会 给 你 发 offer 。,[37_38],[1_19_21_28_38],最后 ， 不 要 期待 说 如果 你 去 某 一 个 学校 做 过 暑期 科研 或者 交换 、 交流 ， 而且 在 那 成绩 非常 好 ， 这个 学校 就 一定 会 给 你 发 通知书。,
313,copper beech 的 房子 都 是 一 年 一 签 哦,[0_1],,库帕海滩小区 的 房子 都 是 一 年 一 签 哦,
314,今天 遇到 一 个 骗子 ， 它 的 email 地址 是 em@6,[8],[5_11],今天 遇到 一 个 骗子 ， 它 的 邮箱 地址 是 em@6,
315,我 有 token 需要 吗 ？,[2],[5],我 有 公交币 需要 吗 ？,
316,有 backyard 。,[1_2],[2],有阳台,
318,小区 office 如何 ？,[1],[3],小区物业办公室如何？,
319,last question ， 所以 你 朋友 推荐 去 那里 住 吗 ？,[0_1_2],[2_11],最后一个问题 ， 所以 你 朋友 推荐 去 那里 住 吗 ？,
320,二 楼 有 厨房 ， 餐厅 ， 客厅 ， 两 个 卧室 ， 浴室 ( full bath ) 。,[15_16_17_18],[4_6_8_12_14_17_18],二 楼 有 厨房 ， 餐厅 ， 客厅 ， 两 个 卧室 ， 浴室 ( 浴缸 。,
321,离 ist building 有 多 远 ？,[1_2],[6],离 信息技术大佬有 多 远 ？,
322,park ， 是 健身 锻炼 好 地方 。,[0_1],[1_7],公园 ， 是 健身 锻炼 好 地方 。,
323,小区 提供 visitor,[2],,小区 提供 访客,
