SentenceID,CodeSwitchedSentence,TranslatedSentence,UntranslatedWord,IndicesOfCodeSwitchedWord,IndicesOfCodeSwitchedWordInTranslation,IndicesOfPunctuation,IndicesOfPunctuationInTranslation
CMU_279,饭厅 有 两 张 书桌 ， 房间 有 一 张 king size bed 。,饭厅 有 两 张 书桌 ， 房间 有 一 张 特大 双人床 。,[],[10_11_12_13],[10_11_12],[5_13],[5_12]
CMU_281,户型 ： 一 室 一 厅 ， 崭新 的 apartment room 。,户型 ： 一 室 一 厅 ， 崭新 的 公寓 房间 。,[],[9_10_11],[9_10_11],[1_6_11],[1_6_11]
CMU_282,这 是 one bedroom apartment .,这 是 单间 卧室 的 公寓 。,[],[2_3_4_5],[2_3_4_5_6],[5],[6]
CMU_287,整个 house 不 单独 租 一 个 卧室 ， 希望 同学 结伴 租 整 个 house 。,整个 房子 不 单独 租 一 个 卧室 ， 希望 同学 结伴 租 整个 房子 。,[],[1_15_16],[1_14_15],[8_16],[8_15]
CMU_291,单独 饭厅 ， 后院 可 免费 停车 ， 包 utility ， 全 套 家具 .,单独 饭厅 ， 后院 可 免费 停车 ， 包 各 种 服务费 ， 全 套 家具 。,[],[9_10],[9_10_11_12],[2_7_10_14],[2_7_12_16]
CMU_293,p1&p2 去 downtown 玩耍 。,p1&p2 去 市中心 玩耍 。,[],[0_2],[0_2],[4],[0_4]
CMU_302,整个 house 的 是 yearly lease .,整个 房子 的 是 整 年 租 。,[],[1_4_5_6],[1_4_5_6_7],[6],[7]
CMU_303,补充 ： 如果 几 个 同学 一 起 租 整 个 house ， 麻烦 告知 具体 要求 。,补充 ： 如果 几 个 同学 一 起 租 整个 房子 ， 麻烦 告知 具体 要求 。,[],[11_12],[9_10_11],[1_12_17],[1_11_16]
CMU_304,整 栋 house 的 最早 2017/6/1 开始 入住 。,整 栋 房子 的 最早 2017/6/1 开始 入住 。,[],[2],[2],[8],[5_8]
CMU_307,如 有 需要 ， 请 email 联系 （ em@19,如有 需要 ， 请 发 邮件 联系 （ em@19,[],[5],[0_4_5],[3_7_8],[2_7_8]
CMU_309,房租 交付 方式 为 check 。,房租 交付 方式 为 支票 支付 。,[],[4_5],[4_5_6],[5],[6]
CMU_311,房间 是 house 当中 最 大 的 一 间 ， 向阳 ， 整个 house 有 两 个 卫生间 ， 所以 不 会 有 洗漱 冲突 的 问题 。,房间 是 房子 当中 最 大 的 一 间 ， 向阳 ， 整个 房子 有 两 个 卫生间 ， 所以 不 会 有 洗漱 冲突 的 问题 。,[],[2_13],[2_13],[9_11_18_27],[9_11_18_27]
CMU_313,手头 没有 floor plan ， 所以 自己 画 了 张 。,手头 没有 户型 图 ， 所以 自己 画 了 张 。,[],[2_3_4],[2_3_4],[4_10],[4_10]
CMU_314,邮寄 的 包裹 不用 担心 丢失 ， 会 有 doorman 代为 签收 保管 ；,邮寄 的 包裹 不用 担心 丢失 ， 会 有 门卫 代为 签收 保管 ；,[],[9],[9],[6_13],[6_13]
CMU_316,房东 美国 老头 ， 非常 nice .,房东 美国 老头 ， 人 非常 好 。,[],[5_6],[4_6_7],[3_6],[3_7]
CMU_319,house 内部 精心 装修 过 ， 因此 住 得 非常 舒服 。,房子 内部 精心 装修 过 ， 因此 住 得 非常 舒服 。,[],[0],[0],[5_11],[5_11]
CMU_320,house 在 白人 养老 社区 ， 环境 十分 幽静 ， 治安 很 好 。,房子 在 白人 养老 社区 ， 环境 十分 幽静 ， 治安 很 好 。,[],[0],[0],[5_9_13],[5_9_13]
CMU_322,总之 家 里 非常 宽敞 ， 可以 开 party 。,总之 家 里 非常 宽敞 ， 可以 开 派对 。,[],[8_9],[8_9],[5_9],[5_9]
CMU_323,厨房 卫生间 ： 可能 与 另 一 个 房间 的 人 share ， 另 一 个 房间 是 女生 ， 匹 大学生 ， 人 很 nice ， 很 爱 干净 。,厨房 卫生间 ： 可能 与 另 一 个 房间 的 人 共用 ， 另 一 个 房间 是 女生 ， 匹 大学生 ， 人 很 善良 ， 很 爱 干净 。,[],[11_12_25_26],[11_12_25_26],[2_12_19_22_26_30],[2_12_19_22_26_30]
CMU_324,周边 ： 附近 有 bar 和 餐厅 ， 还 有 小 超市 。,周边 ： 附近 有 酒吧 和 餐厅 ， 还 有 小 超市 。,[],[4],[4],[1_7_12],[1_7_12]
CMU_325,房间 格局 ： 一 室 一 厅 一 厨 一 卫 ， 很 适合 一 个 人 或 couple 入住 ， 房间 的 隔音 效果 很 好 。,房间 格局 ： 一 室 一 厅 一 厨 一 卫 ， 很 适合 一 个 人 或 情侣 入住 ， 房间 的 隔音 效果 很 好 。,[],[18],[18],[2_11_20_27],[2_11_20_27]
CMU_326,可以 直接 签 一 年 ， 也 可以 接 现在 的 lease 然后 续签 。,可以 直接 签 一 年 ， 也 可以 接 现在 的 租约 然后 续签 。,[],[11],[11],[5_14],[5_14]
CMU_329,房租 加上 utility 费用 一共 每 月 $1086 。,房租 加上 各 种 服务 费用 一共 每 月 $1086 。,[],[2],[2_3_4],[8],[9_10]
CMU_333,卧室 在 house 二 楼 。,卧室 在 房子 二 楼 。,[],[2],[2],[5],[5]
CMU_335,价格 the lower the better 。,价格 越 低 越 好 。,[],[1_2_3_4_5],[1_2_3_4_5],[5],[5]
CMU_336,可以 在 网上 看 这个 apartment 的 介绍 。,可以 在 网上 看 这个 公寓 的 介绍 。,[],[5],[5],[8],[8]
CMU_337,公寓 的 详细 信息 和 图片 可以 在 union 的 网站 上 看到 。,公寓 的 详细 信息 和 图片 可以 在 联合 机构 的 网站 上 看到 。,[],[8],[8_9],[13],[14]
CMU_339,若 有 兴趣 请 发 email 到 em@20,若 有 兴趣 请 发 邮件 到 em@20,[],[5],[5],[7],[7]
CMU_341,公寓 也 是 pet friendly 的 。,公寓 也 是 允许 饲养 宠物 的 。,[],[3_4],[3_4_5],[6],[7]
CMU_345,三 人 公用 一 个 bathroom 。,三 人 公用 一 个 浴室 。,[],[5_6],[5_6],[6],[6]
CMU_351,客厅 和 厨房 大家 共用 ， 卫生间 两 个 女生 share 一 个 ， 两 个 男生 share 另 一 个 。,客厅 和 厨房 大家 共用 ， 卫生间 两 个 女生 共用 一 个 ， 两 个 男生 共用 另 一 个 。,[],[10_17],[],[5_13_21],[5_13_21]
CMU_353,此 房间 位于 三 层 楼 的 house 的 二 楼 一 间 ， 一 楼 是 客厅 、 厨房 和 厕所 。,此 房间 位于 三 层 楼 的 房子 的 二 楼 一 间 ， 一 楼 是 客厅 、 厨房 和 厕所 。,[],[7],[7],[13_18_22],[13_18_22]
CMU_354,社区 安全 安静 ： 是 house .,社区 安全 安静 ： 是 整 套 房子 。,[],[5_6],[5_6_7_8],[3_6],[3_8]
CMU_355,lease 如果 是 夏天 may-july 夏天 结束 都 可以 。,租约 如果 是 夏天 ， 五六月 夏天 结束 都 可以 。,[],[0],[0_5],[9],[4_10]
CMU_363,房子 的 大致 floor plan,房子 的 大致 楼面 平面图,[],[3_4],[3_4],,
CMU_366,走进 房子 就 觉得 房子 是 一 个 happy house ！,走进 房子 就 觉得 房子 是 一 个 气氛 愉悦 的 地方 ！,[],[8_9_10],[8_9_10_11_12],[10],[12]
CMU_370,租 一 个 房间 或者 一 个 house 都 可以 。,租 一 个 房间 或者 一 整 个 房子 都 可以 。,[],[7],[6_8],[10],[11]
CMU_372,还有 个别 house 和 个别 单独 的 房间 招租 。,还有 个别 房子 和 个别 单独 的 房间 招租 。,[],[2],[2],[9],[9]
CMU_373,房间 位 于 house 三 层 楼 的 第三 层 。,房间 位于 房子 三 层 楼 的 第三 层 。,[],[3],[1_2],[10],[9]
CMU_375,整个 house 家具 齐全 ， 出租 卧室 家具 齐全 ， 可以 打包 低价 转让 ， 方便 拎包 入住 。,整个 房子 家具 齐全 ， 出租 卧室 家具 齐全 ， 可以 打包 低价 转让 ， 方便 拎包 入住 。,[],[1],[1],[4_9_14_18],[4_9_14_18]
CMU_377,update on 7-27/2016-- 还有 两 个 卧室 招租 ， 欢迎 联系 。,7-27/2016 的 更新 - 还有 两 个 卧室 招租 ， 欢迎 联系 。,[],[0_1_2],[0_1_2_3],[8_11],[0_3_9_12]
CMU_380,可以 租 整 个 house ， 也 可以 租 单独 一 个 两 个 卧室 。,可以 租 整个 房子 ， 也 可以 租 单独 一 个 两 个 卧室 。,[],[4_5],[2_3_4],[5_15],[4_14]
CMU_381,如果 没有 简单 介绍 ， 我 会 认为 很 可能 是 scam 。,如果 没有 简单 介绍 ， 我 会 认为 很 可能 是 诈骗 。,[],[11_12],[11_12],[4_12],[4_12]
CMU_382,ps : 中国 房东 ， 特别 nice .,备注 : 中国 房东 ， 特别 好 。,[],[0_1_6_7],[0_1_6_7],[1_4_7],[1_4_7]
CMU_385,房东 只 给 了 一 张 house 外 观照 ， 比较 irrelevant 我 就 不 po 了 。,房东 只 给 了 一 张 房子 外 观照 ， 比较 无关紧要 我 就 不 上传 了 。,[],[6_11_15],[6_11_15],[9_17],[9_17]
CMU_386,目前 只有 两 个 房间 available .,目前 只有 两 个 房间 可 租 。,[],[5_6],[5_6_7],[6],[7]
CMU_391,确实 email 过 我 啊 ， em@25,确实 发 过 邮件 给 我 啊 ， em@25,[],[1],[1_3_4],[5_6],[7_8]
CMU_392,整个 house 的 结构 ： 一 楼 是 客厅 、 餐厅 和 厨房 （ 厨房 很 好 ， 夏天 可以 打开 后门 到 阳台 ） 。,整个 房子 的 结构 ： 一 楼 是 客厅 、 餐厅 和 厨房 （ 厨房 很 好 ， 夏天 可以 打开 后门 到 阳台 ） 。,[],[1],[1],[4_9_13_17_24_25],[4_9_13_17_24_25]
CMU_398,卧室 大 ， 含 full size 床 ， 以及 公司 准备 的 桌子 和 转椅 （ 这 是 我 特别 和 公司 协商 的 他们 可以 提供 ） ， 真正 做到 拎包 入住 ！,卧室 大 ， 含 单人床 ， 以及 公司 准备 的 桌子 和 转椅 （ 这 是 我 特别 和 公司 协商 的 他们 可以 提供 ） ， 真正 做到 拎包 入住 ！,[],[4_5],[4_5],[2_7_15_27_28_33],[2_5_13_25_26_31]
CMU_399,缺点 是 三 个 人 share 一 个 full bathroom ， 但 考虑 到 距离 和 utilities 和 家具 全 包 等 条件 ， 这 绝对 是 个 特别 好的 选择,缺点 是 三 个 人 共用 一 整 个 卫生间 ， 但 考虑 到 距离 和 水电气 费 和 家具 全 包 等 条件 ， 这 绝对 是 个 特别 好的 选择,[],[5_8_9_10_16],[5_7_9_10_16_17],[10_23],[10_24]
CMU_400,房子 ： 是 一 个 house ， 有 中央 空调 。,房子 ： 是 一 个 整套 房子 ， 有 中央 空调 。,[],[5_6],[5],[1_6_10],[1_7_11]
CMU_401,出租 时间 和 租金 ： 7/31/2016 ~ 6/30/2016，$300 / month .,出租 时间 和 租金 ： 7/31/2016 ~ 6/30/2016，$300 每 月 。,[],[9_10],[8_9_10],[4_6_8_10],[4_5_6_7_10]
CMU_403,房租 已 包含 所有 utility .,房租 已 包含 所有 服务费 。,[],[4_5],[4_5],[5],[5]
CMU_405,一 楼 有 doorman ， 负责 人员 进出 管理 以及 收发 包裹 ， 所以 不用 担心 安全 问题 以及 包裹 丢失 。,一 楼 有 门卫 ， 负责 人员 进出 管理 以及 收发 包裹 ， 所以 不用 担心 安全 问题 以及 包裹 丢失 。,[],[3_4],[3_4],[4_12_21],[4_12_21]
CMU_406,有 indoor 和 outdoor 的 停车场 ， 而且 周围 的 街区 都 可以 免费 街 pa 。,有 室内 和 室外 的 停车场 ， 而且 周围 的 街区 都 可以 免费 沿街 停车 。,[],[1_3_15_16],[1_3_14_15_16],[6_16],[6_16]
CMU_409,卧室 内 一 个 closet ， 客厅 另 有 一 个 closet 。,卧室 内 一 个 衣柜 ， 客厅 另 有 一 个 衣柜 。,[],[4_5_11_12],[4_5_11_12],[5_12],[5_12]
CMU_410,因为 是 学校 的 房产 ， 住户 基本 均 为 匹 大 的 faculty 和 学生 ， 很 安全 而且 维修 管理 服务 便利 。,因为 是 学校 的 房产 ， 住户 基本 均 为 匹 大 的 教职工 和 学生 ， 很 安全 而且 维修 管理 服务 便利 。,[],[13],[13],[5_16_24],[5_16_24]
CMU_411,bedroom 个数 至少 两 个 及 以上 ；,卧室 个数 至少 两 个 及 以上 ；,[],[0],[0],[7],[7]
CMU_412,apt 或者 house 都 可以 。,公寓 或者 整 套 房子 都 可以 。,[],[0_2],[0_2_3_4],[5],[7]
CMU_413,经常 去 downtown 的 同学 可以 坐 p1 系列 公交 专线 直达 downtown ， 绝 对比 uber 经济 实惠 。,经常 去 市中心 的 同学 可以 坐 p1 系列 公交 专线 直达 市中心 ， 绝对 比 优步 经济 实惠 。,[p1],[2_7_12_13_16],[2_7_12_13_14_15_16],[13_19],[13_19]
CMU_415,布局 ： 该 house 有 四 室 两 卫 ， 三 间 卧室 在 二 楼 ， 一 间 在 三 楼 ， 一 间 卫生间 在 二 楼 一 间 在 一 楼 。,布局 ： 该 房子 有 四 室 两 卫 ， 三 间 卧室 在 二 楼 ， 一 间 在 三 楼 ， 一 间 卫生间 在 二 楼 一 间 在 一 楼 。,[],[3],[3],[1_9_16_22_34],[1_9_16_22_34]
CMU_416,本 卧室 空间 较大 ， 可 放置 两 张 full size 床 。,本 卧室 空间 较大 ， 可 放置 两 张 单人床 。,[],[9_10],[9_10],[4_12],[4_10]
CMU_419,短期 的 summer lease 也 可 考虑 。,短期 的 暑期 短 租 也 可 考虑 。,[],[2_3],[2_3_4],[7],[8]
CMU_420,无线 网络 和 utility 全部 办好 了 ， 不 需要 自己 花 时间 交 押金 申请 ， 只 需要 share 就 可以 。,无线 网络 和 各 类 服务 费用 全部 办好 了 ， 不 需要 自己 花 时间 交 押金 申请 ， 只 需要 分摊 就 可以 。,[],[3_19],[3_4_5_6_22],[7_16_22],[10_19_25]
CMU_421,如果 有 兴趣 ， 各位 同学 可以 站 内 留言 或者 email ， 告诉 我 对 房子 的 要求 。,如果 有 兴趣 ， 各位 同学 可以 站 内 留言 或者 发 邮件 ， 告诉 我 对 房子 的 要求 。,[],[11_12],[11_12_13],[3_12_19],[3_13_20]
CMU_423,town house ， 四 卧室 。,市内 宅邸 ， 四 卧室 。,[],[0_1_2],[0_1_2],[2_5],[2_5]
CMU_425,具体 floor plan :,具体 户型 :,[],[1_2_3],[1_2],[3],[2]
CMU_428,具体 email 沟通 em@26,具体 发 邮件 沟通 em@26,[],[1],[1_2],[3],[4]
CMU_432,see new ad 能 麻烦 您 介绍 的 具体 一点 嘛 ？,看见 新 的 广告 能 麻烦 您 介绍 的 具体 一点 嘛 ？,[],[0_1_2],[0_1_3],[11],[12]
CMU_436,房子 价格 加上 所有 设施 ， 人均 每 月 大概 在 $580~$650 （ 费用 因 gas 包 不 包含 heat 而 变化 ） 。,房子 价格 加上 所有 设施 ， 人均 每 月 大概 在 $580~$650 （ 费用 因 电气 包 不 包含 暖气 而 变化 ） 。,[],[15_19],[15_19],[5_12_22_23],[5_11_12_22_23]
CMU_437,lobby 照片 ， 安全 有 保障,大厅 照片 ， 安全 有 保障,[],[0],[0],[2],[2]
CMU_438,更多 问题 ， 欢迎 email 我 : c .,更多 问题 ， 欢迎 发 邮件 给我 : c 。,[c],[4_7_8],[4_5_6_7_8_9],[2_6_8],[2_7_9]
CMU_440,这 房子 实在 是 大 到 没 朋友 ， 要 不 是 我 有 lease 在 身 我 都 想 搬 进去 。,这 房子 实在 是 大 到 没 朋友 ， 要 不 是 我 有 租约 在身 我 都 想 搬 进去 。,[],[14],[14_15],[8_22],[8_21]
CMU_441,房东 包 除 网 以外 所有 utility 。,房东 包 除 网 以外 所有 服务 费用 。,[],[6_7],[6_7_8],[7],[8]
CMU_444,是 house 的 一 楼 ， 一共 三 间 房 + 厨房 + 客厅 + 卫生间 。,是 房子 的 一 楼 ， 一共 三 间 房 + 厨房 + 客厅 + 卫生间 。,[],[1],[1],[5_10_12_14_16],[5_10_12_14_16]
CMU_446,进出 lobby 需要 门禁 钥匙 ， 所以 非常 安全 。,进出 大堂 需要 门禁 钥匙 ， 所以 非常 安全 。,[],[1],[1],[5_9],[5_9]
CMU_449,步行 到 匹 大 课室 、 图书馆 和 cafeteria 都 只 需 几 分钟 。,步行 到 匹 大 课室 、 图书馆 和 食堂 都 只需 几 分钟 。,[],[8],[8_10],[5_14],[5_13]
CMU_450,时间 不用 完全 match ， 咱们 商量 着 来 。,时间 不用 完全 对上 ， 咱们 商量 着 来 。,[],[3_4],[3_4],[4_9],[4_9]
CMU_451,由于 刚刚 换 了 lease ， 整 套 房间 设施 都 很 新 ， 家具 齐全 ， 拎包 入住 无 烦恼 ， 楼层 好 视野 好 ～ ～ 。,由于 刚刚 换了 租期 ， 整 套 房间 设施 都 很 新 ， 家具 齐全 ， 拎包 入住 无 烦恼 ， 楼层 好 视野 好 ～ ～ 。,[],[4_5],[2_3_4],[5_13_16_21_26_27_28],[4_12_15_20_25_26_27]
CMU_452,prefer 女生 ～～～,优先 女生 ～～～,[],[0],[0],,[2]
CMU_453,感 兴趣 可以 email 或 预约 看 房 email ： em@28,感兴趣 可以 发 邮件 或 预约 看房 邮箱 ： em@28,[],[3_8_9_10],[0_2_3_6_7_8_9],[9_10],[8_9]
CMU_455,由于 房子 utility 都 是 房东 负责 的 ， 所以 完全 不 用 费心 每 个 月 付 水电 网 费 的 问题 。,由于 房子 服务费 都 是 房东 负责 的 ， 所以 完全 不 用 费心 每 个 月 付 水电 网 费 的 问题 。,[],[2],[2],[8_23],[8_23]
CMU_456,房子 floor plan 和 照片 如下 。,房子 户型 和 照片 如下 。,[],[1_2],[1],[6],[5]
CMU_458,出租 大 house 里 的 一 间 房 ， 可以 拎包 入住 。,出租 大房子 里 的 一 间 房 ， 可以 拎包 入住 。,[],[2],[1],[8_12],[7_11]
CMU_461,门口 有 doorman ， 特别 安全 。,门口 有 门卫 ， 特别 安全 。,[],[2_3],[2_3],[3_6],[3_6]
CMU_464,本人 四月 毕业 ， lease 签到 五月 底 。,本人 四月 毕业 ， 租约 签到 五月 底 。,[],[4],[4],[3_8],[3_8]
CMU_465,apartment 水电 暖 全 包 ， 两 人 住 的 话 人均 467 .,公寓 水电 暖 全 包 ， 两 人 住 的 话 人均 467 。,[],[0],[0_12_13],[5_13],[5_13]
CMU_467,附近 更 有 越南 餐厅 和 印度 buffet 给 时间 时间 紧张 的 你 提供 便利 。,附近 更 有 越南 餐厅 和 印度 自助 给 时间 时间 紧张 的 你 提供 便利 。,[],[7],[7],[16],[16]
CMU_470,停车 有 很 大 的 室内 garage 。,停车 有 很 大 的 室内 车库 。,[],[6_7],[6_7],[7],[7]
CMU_479,单独 房间 ， 和 两 个 人 share 一 个 洗手间 ， （ 不过 暑假 可能 有 人 回家 就 人 少 了 。,单独 房间 ， 和 两 个 人 共用 一 个 洗手间 ， （ 不过 暑假 可能 有 人 回家 就 人少 了 。,[],[7],[7_20],[2_11_12_23],[2_11_12_22]
CMU_481,现在 的 住户 下 一 个 lease 年 都 会 搬到 其它 地方 去 ， 所以 你 还 可以 跟 management 商量 签 下 一 年 的 lease ！,现在 的 住户 下 一 个 租期 年 都 会 搬到 其它 地方 去 ， 所以 你 还 可以 跟 物业 管理 公司 商量 签 下 一 年 的 合同 ！,[],[6_20_27_28],[6_20_21_22_29_30],[14_28],[14_30]
CMU_484,在 这里 住 过 的 人 都 拿到 了 很 好 的 工作 offer 如 有 兴趣 可 email : em@32,在 这里 住 过 的 人 都 找到 了 很 好 的 工作 ， 如 有 兴趣 可发 邮件 到 : em@32,[],[13_18_19_20],[7_17_18_19_20_21],[19_20],[13_20_21]
CMU_485,周围 有 各 类 参观 ， 出门 就 是 车站 ， 坐 公交 到 downtown 或者 中 超 都 很 方便 。,周围 有 各 类 参观 ， 出门 就 是 车站 ， 坐 公交 到 市中心 或者 中 超 都 很 方便 。,[],[14],[14],[5_10_21],[5_10_21]
CMU_486,如果 你们 同学 结伴 而来 ， 愿意 租 整 个 house ( 里面 可能 2-5 个 卧室 的 都 有 ) ， 也 可以 。,如果 你们 同学 结伴 而来 ， 愿意 租 整个 房子 ( 里面 可能 2-5 个 卧室 的 都 有 ) ， 也 可以 。,[],[10_11],[8_9_10],[5_11_20_21_24],[5_10_13_19_20_23]
CMU_487,因为 地段 都 是 上 好 地段 （ top 1 % ） ， 房子 都 是 上 好 的 房子 ( top 5 % ) ， 所以 价格 也 不 是 最 便宜 ( top 10-20% ) ， 性价比 高 。,因为 地段 都 是 上 好 地段 （ 排名 前 1% ） ， 房子 都 是 上 好 的 房子 ( 排名 前 5% ) ， 所以 价格 也 不 是 最 便宜 ( 排名 前 10-20% ) ， 性价比 高 。,[],[8_9_10_11_12_21_22_23_24_25_34_35_36_37],[8_9_10_11_12_21_22_23_24_25_34_35_36_37_38],[7_10_11_12_20_23_24_25_33_36_37_40],[7_10_11_12_20_23_24_25_33_36_37_38_41]
CMU_488,欢迎 联系 并 告知 租房 要求 （ 简单 自我 介绍 ， 告知 入住 时间 ， 人数 ， 房间 or house 离 学校 远近 ， 预算 ） 。,欢迎 联系 并 告知 租房 要求 （ 简单 自我 介绍 ， 告知 入住 时间 ， 人数 ， 房间 或者 房子 离 学校 远近 ， 预算 ） 。,[],[18_19],[18_19],[6_10_14_16_23_25_26],[6_10_14_16_23_25_26]
CMU_489,house 有 四 个 房间 一 个 客厅 外加 一 个 阁楼 ， 平时 住 非常 宽敞 ， toc/eoc 的 时候 还 可以 住 客人 ， 完全 不 会 拥挤 。,房子 有 四 个 房间 一 个 客厅 外加 一 个 阁楼 ， 平时 住 非常 宽敞 ， toc/eoc 的 时候 还 可以 住 客人 ， 完全 不 会 拥挤 。,[],[0],[0],[12_17_25_30],[12_17_18_25_30]
CMU_493,便利 店 ： 走 一 个 block 就 到 韩国 超市 ；,便利 店 ： 走 一 个 街区 就 到 韩国 超市 ；,[],[6],[6],[2_11],[2_11]
CMU_494,餐饮 ： 走 一 个 block 就 到 餐馆 最 多 的 craig 。,餐饮 ： 走 一 个 街区 就 到 餐馆 最 多 的 克莱格 区 。,[],[5_12_13],[5_12_13_14],[1_13],[1_14]
CMU_496,available now 顶 ！,目前 可 租顶 ！,[],[0_1],[0_1_2_3],[3],[3]
CMU_500,如果 有 符合 的 条件 的 麻烦 请 联系 一下 以下 的 email .,如果 有 符合 的 条件 的 麻烦 请 联系 一下 以下 的 邮箱 。,[],[12_13],[12_13],[13],[13]
CMU_502,the price : $600一 个 月 ， 包 水 煤气 暖气 。,价格 : $ 600一 个 月 ， 包 水 煤气 暖气 。,[],[0_1_2_3],[0_1_2_3],[2_6_11],[1_2_6_11]
CMU_510,家具 柜子 ， 书桌 ， 饭桌 ， 椅子 ， 台灯 ， queen size bed ， 配置 齐全 ， 拎包 入住 。,家具 柜子 ， 书桌 ， 饭桌 ， 椅子 ， 台灯 ， 标准 双人床 ， 配置 齐全 ， 拎包 入住 。,[],[11_12_13_14],[11_12_13],[2_4_6_8_10_14_17_20],[2_4_6_8_10_13_16_19]
CMU_512,客厅 有 个 比较 紧凑 的 dining area 一起 用 。,客厅 有 个 比较 紧凑 的 用餐 区 一起 用 。,[],[6_7],[6_7],[10],[10]
