SentenceID,CodeSwitchedSentence,NumberOfCodeSwitching,CodeSwitch1,CodeSwitch2,CodeSwitch3,CodeSwitch4
534,asian friendly 地址,1,asian friendly,,,
535,com 房间 规格 与 价钱,1,com,,,
536,lease 至少 半 年 以上,1,lease,,,
537,我 可以 免费 提供 quarter,1,quarter,,,
538,其他 utility 全 包,1,utility,,,
539,park crest 属于 村里 性价比 很 高 的 小区,1,park crest,,,
540,走路 去 giant,1,giant,,,
541,各 方面 管理 相对 organized,1,organized,,,
542,觉得 合适 可以 很 快 签 lease 不 拖拉,1,lease,,,
543,我 底线 是 final week 把 车 买 了,1,final week,,,
544,车 在 state college pa,1,state college pa,,,
545,park crest 优先,1,park crest,,,
546,有 很多 parking space,1,parking space,,,
547,并且 没有 party,1,party,,,
548,小区 maintenance 很 及时,1,maintenance,,,
549,com 关于 discover 卡 和 申请 信用卡 详情 看 这里,2,com,discover,,
550,有 很多 parking space,1,parking space,,,
551,并且 没有 party,1,party,,,
552,小区 maintenance 很 及时,1,maintenance,,,
553,trader joe 也 很 近,1,trader joe,,,
554,电工 及 plumbing,1,plumbing,,,
555,jade 等 餐厅,1,jade,,,
556,比如 queen size 床,1,queen size,,,
557,html 一 年 前 收到 的 吧,1,html,,,
558,no annual fee 申请 条件,1,no annual fee,,,
559,是 研究生 和 phd,1,phd,,,
560,不 用 去 office 洗 衣服,1,office,,,
561,是 研究生 和 phd,1,phd,,,
562,不 用 去 office 洗 衣服,1,office,,,
563,可以 签 lease,1,lease,,,
564,另 一 张 为 queen,1,queen,,,
565,小区 内 设有 school bus 站,1,school bus,,,
566,小孩 的 play ground,1,play ground,,,
567,另 一 张 为 queen,1,queen,,,
568,小区 内 设有 school bus 站,1,school bus,,,
569,小孩 的 play ground,1,play ground,,,
570,另 一 张 为 queen,1,queen,,,
571,小区 内 设有 school bus 站,1,school bus,,,
572,小孩 的 play ground,1,play ground,,,
573,另 一 张 为 queen,1,queen,,,
574,小区 内 设有 school bus 站,1,school bus,,,
575,小孩 的 play ground,1,play ground,,,
576,房子 是 两 层 联 排 house,1,house,,,
577,安静 无 party,1,party,,,
578,trader joe 也 很 近,1,trader joe,,,
579,executive house apartment 算是 村里 位置 最 好 的 几 个 小区 之一,1,executive house apartment,,,
580,地下室 改造 成 了 独立 的 studio,1,studio,,,
581,组团 去 boston,1,boston,,,
582,labor day 假期,1,labor day,,,
583,一 个 朋友 也 一同 开车 去 boston,1,boston,,,
584,独 栋 house,1,house,,,
585,我们 两 人 share 一 间 卫生间,1,share,,,
586,玩耍 可 提供 ride,1,ride,,,
587,不 开 party,1,party,,,
588,ps 可 低价 转手 dell 显示器,2,ps,dell,,
589,超 好 的 house,1,house,,,
590,新 签 的 lease,1,lease,,,
591,次 卧室 友 phd,1,phd,,,
592,与 她 share bathroom,1,share bathroom,,,
593,imperial towers 小区 在 state college 口碑 非常 好,2,imperial towers,state college,,
594,office 非常 负责任,1,office,,,
595,com 在 美 电话,1,com,,,
596,my thai 和 fuji 和 百度 火锅 等 的 购物 中心,2,my thai,fuji,,
597,phd 最后 半 年,1,phd,,,
598,现 住 在 park crest terrace,1,park crest terrace,,,
599,三月 至 summer,1,summer,,,
600,我 有 个 apartment 在 downtown,2,apartment,downtown,,
601,为人 非常 nice,1,nice,,,
602,附近 有 个 东方 超市 和 giant 非常 方便,1,giant,,,
603,我 和 我 朋友 明年 打算 住 park crest terrace,1,park crest terrace,,,
604,一 个 是 phd 物理,1,phd,,,
605,都 很 爱 干净 也 不 太 party 想要 找 rent 便宜 的 地方 住,2,party,rent,,
606,park crest 十分 便宜,1,park crest,,,
607,明年 什么 时候 开始 lease 呢 访 学 女生,1,lease,,,
608,用以 下 链接 申请 american express 信用卡,1,american express,,,
609,可以 提供 顺路 去 纽约 的 ride,1,ride,,,
610,最好 也 是 去 jfk,1,jfk,,,
611,也 可 提供 ride 电话,1,ride,,,
612,park crest terrace 两 人 间,1,park crest terrace,,,
613,mid march 起,1,mid march,,,
614,需要 和 office 签约,1,office,,,
615,可 乘坐 v ve 等 直达 校园,1,v ve,,,
616,我 是 一 名 phd,1,phd,,,
617,去年 和 另外 两 个 phd 一起 租 的 park crest 三 人间,2,phd,park crest,,
618,因 lease 时间 接 不 上,1,lease,,,
619,很 安静 tele,1,tele,,,
620,· identify and develop key accounts within your territory,1,identify and develop key accounts within your territory,,,
621,· introduce new products and expand website utilization with all accounts,1,introduce new products and expand website utilization with all accounts,,,
622,· demonstrated use of selling skills in the field,1,demonstrated use of selling skills in the field,,,
623,· develop and implement customer,1,develop and implement customer,,,
624,· participate in sales meetings and prepare weekly territory status reports,1,participate in sales meetings and prepare weekly territory status reports,,,
625,· previous experience in the life science industry,1,previous experience in the life science industry,,,
626,· ability to learn and sell technically complex products,1,ability to learn and sell technically complex products,,,
627,· strengths in networking and relationship development,1,strengths in networking and relationship development,,,
628,由于 各 种 原因 目前 两 个 人 决定 去 the station,1,the station,,,
629,已经 和 office 确认,1,office,,,
630,今天 station 有 housing fair,2,station,housing fair,,
631,在 入住 前 office 会 重新 装修 公寓,1,office,,,
632,也 可以 直接 咨询 park forest apartment office,1,park forest apartment office,,,
633,房间 还 available 吗 想 租 谢谢,1,available,,,
634,paramount circle 小区 环境 较好,1,paramount circle,,,
635,求 有偿 ride,1,ride,,,
636,小区 内 设有 school bus 站,1,school bus,,,
637,小孩 的 play,1,play,,,
638,小区 内 设有 school bus 站,1,school bus,,,
639,小孩 的 play ground,1,play ground,,,
640,为人 非常 nice,1,nice,,,
641,park crest 十分 便宜,1,park crest,,,
642,com 工作 地点,1,com,,,
643,com 下面 是 英文 招聘 信息 big changes coming up,2,com,big changes coming up,,
644,park crest 房子 极其 抢手,1,park crest,,,
645,已 email 联系,1,email,,,
646,如有 意向 请 直接 联系 email,1,email,,,
647,com 王 女士,1,com,,,
648,都 可以 一 起 share,1,share,,,
649,my thai 和 fuji 和 百度 火锅 等 的 购物 中心,2,my thai,fuji,,
650,trader joe 也 很 近,1,trader joe,,,
651,asian friendly 地址,1,asian friendly,,,
652,com 房间 规格 与 价钱,1,com,,,
653,生活 安静 不 party,1,party,,,
654,都 可以 一 起 share,1,share,,,
655,my thai 和 fuji 和 百度 火锅 等 的 购物 中心,2,my thai,fuji,,
656,希望 是 furnished,1,furnished,,,
657,sorry 桌子 先 不 出 了,1,sorry,,,
658,sorry 桌子 先 不 出 了,1,sorry,,,
659,之前 无法 登陆 bbs 自行车 已 出,1,bbs,,,
660,com 自己 取,1,com,,,
661,需要 签 lease,1,lease,,,
662,apt a7 两 室 一 厅,1,apt a7,,,
663,灯 和 queen size 的 大 床,1,queen size,,,
664,s gate 的 暖气 是 包含 在 房租 里 的,1,s gate,,,
665,s gate 地处 南边,1,s gate,,,
666,你 的 名字 会 在 正式 lease 上,1,lease,,,
667,edu 想到 啥 别的 我 再 补充,1,edu,,,
668,寻找 在 state college,1,state college,,,
669,如果 有 长途 ride 需求 我 也 可以 提供 服务,1,ride,,,
670,地点 在 west aaron drive,1,west aaron drive,,,
671,请 问 studio 只是 一 间 房 还 是 单独 一 套 的 那 种,1,studio,,,
672,比 parkway plaza 小区 离 学校 还 要 近,1,parkway plaza,,,
673,公寓 一 侧 有 一 块 超大 的 community,1,community,,,
674,工作 人员 都 很 nice,1,nice,,,
675,出租 college court studio,1,college court studio,,,
676,距 超市 giant,1,giant,,,
677,fully furnished 拎包 入住,1,fully furnished,,,
678,直接 和 office 签 lease,2,office,lease,,
679,w 可 到 giant,2,w,giant,,
680,学校 图书馆 和 downtown,1,downtown,,,
681,nv vn 十 分钟 到 downtown,2,nv vn,downtown,,
682,可以 看见 整个 community,1,community,,,
683,nv 等 一切 经过 北边 的 bus,2,nv,bus,,
684,month 的 价格 是 至 其中 一 间 房 的,1,month,,,
685,想 问 一下 是 需要 share 卫生间 的 吗,1,share,,,
686,html 联系 方式,1,html,,,
687,是 我 在 penn state 时 实验室 同事,1,penn state,,,
688,本人 spring 新生,1,spring,,,
689,可以 提供 去 ny 的 ride,2,ny,ride,,
690,出 一 个 全新 的 dell 显示器,1,dell,,,
691,好处 就 是 bedroom 上下 都 没 人,1,bedroom,,,
692,html 小区 离 东方 超市 和 giant 非常 近,2,html,giant,,
693,含 所有 的 utility 包括 水,1,utility,,,
694,deposit 是 一 个 月 房租,1,deposit,,,
695,需要 share bathroom,1,share bathroom,,,
696,具体 信息 请 参考 http,1,http,,,
697,executive house 是 村里 性价比 非常 高 的 小区,1,executive house,,,
698,有 床 和 mattress 和 书桌,1,mattress,,,
699,包 heat 可 议 为 你 省 上 一 笔,1,heat,,,
700,可 免 january 房租,1,january,,,
701,生活 安静 不 party,1,party,,,
702,需要 两 个 人 share,1,share,,,
703,东方 超市 还 有 giant,1,giant,,,
704,打算 近期 去 lancaster 一 趟,1,lancaster,,,
705,低价 出手 几 台 dell 和 acer 的 显示器,2,dell,acer,,
706,asian friendly 地址,1,asian friendly,,,
707,com 房间 规格 与 价钱,1,com,,,
708,走路 五 分钟 到 blue loop 的 university club 站,2,blue loop,university club,,
709,面试 老师 很 nice 的,1,nice,,,
710,pass 但 建议 参加 课程,1,pass,,,
711,面试 老师 很 nice 的,1,nice,,,
712,pass 但 建议 参加 课程,1,pass,,,
713,房子 是 两 层 联 排 house,1,house,,,
714,安静 无 party,1,party,,,
715,或者 booking 订 酒店 的,1,booking,,,
716,或者 booking 订 酒店 的,1,booking,,,
717,或者 booking 订 酒店 的,1,booking,,,
718,隔壁 是 ymca 健身 中心,1,ymca,,,
719,不用 和 物业 签 lease,1,lease,,,
720,gre 词汇 乱 序 版,1,gre,,,
721,full size 超 舒服 床,1,full size,,,
722,二 楼 living room,1,living room,,,
723,右 舍 university park,1,university park,,,
724,有 多 条 hiking 线路,1,hiking,,,
725,她 叫 jennifer,1,jennifer,,,
726,jennifer 联系 方式,1,jennifer,,,
727,可 提供 ride,1,ride,,,
728,联系 方法 jing,1,jing,,,
729,求 ride 村 里 去 jfk,2,ride,jfk,,
730,请 问 床 queen 还 有 吗,1,queen,,,
731,full size 超 舒服 床,1,full size,,,
732,右 舍 university park,1,university park,,,
733,有 多 条 hiking 线路,1,hiking,,,
734,可以 看 一下 full size 的 床 吗,1,full size,,,
735,具体 信息 请 参考 http,1,http,,,
736,位 于 park forest apartment,1,park forest apartment,,,
737,apartment 冬季 暖气 充足,1,apartment,,,
738,她 叫 jennifer,1,jennifer,,,
739,jennifer 联系 方式,1,jennifer,,,
740,full size 超 舒服 床,1,full size,,,
741,二 楼 living room,1,living room,,,
742,右 舍 university park,1,university park,,,
743,有 多 条 hiking 线路,1,hiking,,,
744,房子 为 两 层 联 排 house,1,house,,,
745,注明 hershey 租房,1,hershey,,,
746,可以 提供 ride,1,ride,,,
747,从 零 开始 学 swift,1,swift,,,
748,prime 第五 版,1,prime,,,
749,到 ymca 健身 中心 只 需要 一 分钟,1,ymca,,,
750,com 这 是 朋友 邮箱,1,com,,,
751,com 这 是 朋友 邮箱,1,com,,,
752,免费 零食 饮料 party 等等,1,party,,,
753,我 整理 好 一下 物品 的 照片 在 这个 google drive 文档 里面,1,google drive,,,
754,sharing 详细 信息,1,sharing,,,
755,专门 选 的 retina 屏幕,1,retina,,,
756,在 amazon 上 买 的,1,amazon,,,
757,led 照明 防 滑板,1,led,,,
758,我们 会 一起 去 office 签约,1,office,,,
759,有 一 个 check in 和 一 个 carry on,2,check in,carry on,,
760,公交 是 r 线 或者 rc 到 学校,2,r,rc,,
761,美国 假 文凭 fake diploma transcript,1,fake diploma transcript,,,
762,sharing 需要 联系 微 信,1,sharing,,,
763,我们 会 一起 去 office 签约,1,office,,,
764,我们 会 一起 去 office 签约,1,office,,,
765,我们 会 一起 去 office 签约,1,office,,,
766,在 budget 租 的 sedan,2,budget,sedan,,
767,小 区 包 bus card,1,bus card,,,
768,com 短信 联系,1,com,,,
769,sharing 需要 的 联系 微 信,1,sharing,,,
770,full size 超 舒服 床,1,full size,,,
771,二 楼 living room,1,living room,,,
772,右 舍 university park,1,university park,,,
773,有 多 条 hiking 线路,1,hiking,,,
774,full size 超 舒服 床,1,full size,,,
775,二 楼 living room,1,living room,,,
776,右 舍 university park,1,university park,,,
777,有 多 条 hiking 线路,1,hiking,,,
778,full size 超 舒服 床,1,full size,,,
779,二 楼 living room,1,living room,,,
780,右 舍 university park,1,university park,,,
781,有 多 条 hiking 线路,1,hiking,,,
782,如果 恰好 你 能 提供 ride,1,ride,,,
783,full size 超 舒服 床,1,full size,,,
784,二 楼 living room,1,living room,,,
785,右 舍 university park,1,university park,,,
786,有 多 条 hiking 线路,1,hiking,,,
787,团 的 链接 http,1,http,,,
788,full size 超 舒服 床,1,full size,,,
789,二 楼 living room,1,living room,,,
790,右 舍 university park,1,university park,,,
791,有 多 条 hiking 线路,1,hiking,,,
792,开车 可以 shift,1,shift,,,
793,alex 人 很 好,1,alex,,,
794,alex 教 的 很 耐心 细致,1,alex,,,
795,alex 人 很好,1,alex,,,
796,请 问 一下 summer 还 在 村里 教 开车 吗,1,summer,,,
797,谢谢 alex 的 悉心 指导,1,alex,,,
798,反正 我 是 很 happy,1,happy,,,
799,alex 人 非常 准时,1,alex,,,
800,alex 作为 陪练 特别 认真 和 负责,1,alex,,,
801,给 alex 顶 个 帖,1,alex,,,
802,alex 教 车 很 认真 负责,1,alex,,,
803,和 alex 相处 很 愉快,1,alex,,,
804,alex 非常 细心,1,alex,,,
805,考试 时候 考官 说 的 话 和 alex 平时 说 的 一模一样,1,alex,,,
806,alex 也 会 说 汽车 保养 技巧 的 东西,1,alex,,,
807,人 很 nice,1,nice,,,
808,alex 连 教官 要 说 什么 考 什么 都 讲 的 非常 清楚,1,alex,,,
809,alex 特别 耐心 而且 十分 周到,1,alex,,,
810,人 很 nice 教 的 也 很 好,1,nice,,,
811,感谢 alex 细致 耐心 的 讲解,1,alex,,,
812,alex 有 很 丰富 的 驾驶 经验 和 技巧,1,alex,,,
813,alex 教 的 非常 耐心,1,alex,,,
814,师父 有 句 经典 名言 是 教 我们 how to drive,1,how to drive,,,
815,而 不 只是 how to take the test,1,how to take the test,,,
816,alex 师父 非常 有 耐心,1,alex,,,
817,alex 全部 满足,1,alex,,,
818,alex 是 个 很 好 的 老师,1,alex,,,
819,alex 对 汽车 很 了解,1,alex,,,
820,在 alex 的 帮助 下 很 快 锁定 了 范围,1,alex,,,
821,alex 对 汽车 的 了解 非常 专业,1,alex,,,
822,alex 对 考试 考点,1,alex,,,
823,我 和 我 妻子 来 美国 后 都 是 跟 alex 学习 开车 的,1,alex,,,
824,真心 为 大家 推荐 alex,1,alex,,,
825,联系 靠 谱 青年 alex,1,alex,,,
826,alex 教 的 很 好,1,alex,,,
827,alex 教 的 时候 很 严格,1,alex,,,
828,考试 的 东西 都 是 平时 练习 中 alex 教 的,1,alex,,,
829,alex 人 非常 好,1,alex,,,
830,到 ymca 健身 中心 只 需要 一 分钟,1,ymca,,,
831,到 ymca 健身 中心 只 需要 一 分钟,1,ymca,,,
832,jpeg 联系 方式,1,jpeg,,,
833,最 好在 park crest 附近,1,park crest,,,
834,车 是 美国 租车 公司 直接 租 出来 的 mini van,1,mini van,,,
835,有 需要 ride 的 同学 可以 联系 我,1,ride,,,
836,ride 大部分 时间 都 有,1,ride,,,
837,full size 超 舒服 床,1,full size,,,
838,二 楼 living room,1,living room,,,
839,右 舍 university park,1,university park,,,
840,有 多 条 hiking 线路,1,hiking,,,
841,地点 在 west aaron drive,1,west aaron drive,,,
842,人 都 很 nice,1,nice,,,
843,full size 超 舒服 床,1,full size,,,
844,二 楼 living room,1,living room,,,
845,右 舍 university park,1,university park,,,
846,有 多 条 hiking 线路,1,hiking,,,
847,前后 买 了 两 次 洛杉矶 disneyland 的 票,1,disneyland,,,
848,交易 后 我 直接 把 pdf 发给 您,1,pdf,,,
849,full size 超 舒服 床,1,full size,,,
850,二 楼 living room,1,living room,,,
851,右 舍 university park,1,university park,,,
852,有 多 条 hiking 线路,1,hiking,,,
853,house 对面 就是 公交 车站,1,house,,,
854,在 读 的 phd,1,phd,,,
855,生活 安静 不 party,1,party,,,
856,com 发 图片,1,com,,,
857,bathroom 也 有 两 个 盥洗 池,1,bathroom,,,
858,房间 有 closet,1,closet,,,
859,full size 超 舒服 床,1,full size,,,
860,二 楼 living room,1,living room,,,
861,右 舍 university park,1,university park,,,
862,有 多 条 hiking 线路,1,hiking,,,
863,请 问 找到 ride 了 吗,1,ride,,,
864,地点 在 west aaron drive,1,west aaron drive,,,
865,人 都 很 nice,1,nice,,,
866,可以 和 office 签 下 学年 租约,1,office,,,
867,不用 经过 downtown,1,downtown,,,
868,ashworth lane 小区,1,ashworth lane,,,
869,full size 超 舒服 床,1,full size,,,
870,二 楼 living room,1,living room,,,
871,右 舍 university park,1,university park,,,
872,有 多 条 hiking 线路,1,hiking,,,
873,full size 超 舒服 床,1,full size,,,
874,二 楼 living room,1,living room,,,
875,右 舍 university park,1,university park,,,
876,有 多 条 hiking 线路,1,hiking,,,
877,公寓 为 furnished 所以 带 所有 家具,1,furnished,,,
878,state college 到 纽约,1,state college,,,
879,electrical engineering 专业 谢谢,1,electrical engineering,,,
880,旁边 也 有 giant,1,giant,,,
881,对面 texas road house,1,texas road house,,,
882,两 个 爱 干净 爱 生活 的 高 年级 理科 phd 男生,1,phd,,,
883,不用 与 他人 share 洗衣机,1,share,,,
884,门口 就 是 健身房 ymca,1,ymca,,,
885,目前 另 一 个 卧室 是 vacant,1,vacant,,,
886,相当于 一 室 一 厅 的 one bedroom apartment,1,one bedroom apartment,,,
