sent_type,university,sent_id,original_sentence,translation,word_id,first_cs_word_form,first_cs_word_translation,frequency_first_cs_word_trans,surprisal_first_cs_word_trans,pos_tag_first_cs_word_trans,governor_first_cs_word_trans,deprel_first_cs_word_trans,bilingual_corpus_frequency_first_cs_word,bilingual_corpus_frequency_first_cs_word_trans,length_first_cs_word_form,length_first_cs_word_trans,dependency_distance,if_it_is_root,if_previous_word_is_punctuation
code-switch,CMU,246,这 附近 的 apartment 的 租金 至少 都 是 这个 房子 的 1 .,这 附近 的 公寓 的 租金 至少 都 是 这个 房子 的 1 。,4,apartment,公寓,1.10E-17,3.18896,NN,6,nmod:assmod,4.855576933581777E-4,6.372944725326083E-4,9,2,2,0,0
code-switch,CMU,247,顶 个 ~ update 一下 ： 房子 还 在 。,顶 个 ~ 更新 一下 ： 房子 还 在 。,4,update,更新,1.07E-16,5.578571,VV,1,conj,8.49725963376811E-5,6.069471166977221E-5,6,2,3,0,1
code-switch,CMU,248,适合 爸 妈 来 visit ， 男女 朋友 来 visit ， 各 种 。,适合 爸 妈 来 玩 ， 男女 朋友 来 玩 ， 各 种 。,5,visit,玩,1.65E-17,3.606416,VV,0,root,2.4277884667908884E-5,3.0347355834886106E-5,5,1,0,1,0
code-switch,CMU,249,apartment 是 一 房 一 厅 ， 一 厨房 ， 一 卫浴 。,公寓 是 一 房 一 厅 ， 一 厨房 ， 一 卫浴 。,1,apartment,公寓,1.10E-17,4.876083,NN,12,nsubj,4.855576933581777E-4,6.372944725326083E-4,9,2,11,0,0
code-switch,CMU,256,现在 就 可以 move in !,现在 就 可以 入住 ！,4,move,入住,7.82E-19,4.436532,VV,0,root,1.8208413500931665E-5,3.763072123525877E-4,4,2,0,1,0
code-switch,CMU,259,上学 放学 so easy ！,上学 放学 很 方便 ！,3,so,很,2.06E-15,4.404717,AD,4,advmod,2.4277884667908884E-5,0.0015052288494103508,2,1,1,0,0
code-switch,CMU,265,类型 ： apartment 。,类型 ： 公寓 。,3,apartment,公寓,1.10E-17,6.380635,NN,0,root,4.855576933581777E-4,6.372944725326083E-4,9,2,0,1,1
code-switch,CMU,266,夏天 开始 ， yearly lease 。,夏天 开始 ， 一 年 租期 。,4,yearly,一,1.35E-14,2.530956,CD,6,nummod,3.0347355834886106E-5,0.004236490874550101,6,1,2,0,1
code-switch,CMU,267,小区 环境 非常 幽静 ： 有 多 处 playground 和 公园 ， 很 适合 有 孩子 （ 和 老人 ） 的 家庭 在,小区 环境 非常 幽静 ： 有 多 处 休闲 场地 和 公园 ， 很 适合 有 孩子 （ 和 老人 ） 的 家庭 在,9,playground,休闲,1.46E-17,4.281219,NN,10,compound:nn,3.0347355834886106E-5,2.4277884667908884E-5,10,2,1,0,0
code-switch,CMU,269,房间 明亮 宽敞 ， 干净 整洁 ， 有 walk in closet ， 家具 齐全 ， 可 拎包 入住 。,房间 明亮 宽敞 ， 干净 整洁 ， 有 步入 式 衣柜 ， 家具 齐全 ， 可 拎包 入住 。,9,walk,步入,1.08E-20,5.903054,VV,8,conj,4.855576933581777E-5,6.069471166977221E-6,4,2,1,0,0
code-switch,CMU,270,有 一 个 fireplace ， 中央 空调 。,有 一 个 火炉 ， 中央 空调 。,4,fireplace,火炉,6.47E-20,5.305063,NN,1,dobj,1.2138942333954442E-5,6.069471166977221E-6,9,2,3,0,0
code-switch,CMU,276,安全 环境 好 ， 物业 超 nice 。,安全 环境 好 ， 物业 超 棒 。,7,nice,棒,4.25E-18,3.224112,VA,3,conj,4.1272403935445107E-4,1.2138942333954442E-5,4,1,4,0,0
code-switch,CMU,277,prefer 男生 。,更 希望 是 男生 。,1,prefer,更,1.62E-15,3.810331,AD,2,advmod,7.283365400372666E-5,9.711153867163554E-5,6,1,1,0,0
code-switch,CMU,278,其他 附近 的 房子 可能 有 个别 卧室 或者 house 也 可以 夏天 短 租 的 。,其他 附近 的 房子 可能 有 个别 卧室 或者 整 套 房子 也 可以 夏天 短 租 的 。,10,house,整,8.06E-17,4.450145,DT,12,det,0.0012381721180633532,1.153199521725672E-4,5,1,2,0,0
code-switch,CMU,279,饭厅 有 两 张 书桌 ， 房间 有 一 张 king size bed 。,饭厅 有 两 张 书桌 ， 房间 有 一 张 特大 双人床 。,11,king,特大,9.79E-18,5.326414,JJ,12,amod,9.104206750465832E-5,6.069471166977221E-6,4,2,1,0,0
code-switch,CMU,281,户型 ： 一 室 一 厅 ， 崭新 的 apartment room 。,户型 ： 一 室 一 厅 ， 崭新 的 公寓 房间 。,10,apartment,公寓,1.10E-17,4.263064,NN,11,dep,4.855576933581777E-4,6.372944725326083E-4,9,2,1,0,0
code-switch,CMU,287,整个 house 不 单独 租 一 个 卧室 ， 希望 同学 结伴 租 整 个 house 。,整个 房子 不 单独 租 一 个 卧室 ， 希望 同学 结伴 租 整 个 房子 。,2,house,房子,5.70E-17,4.488641,NN,5,nsubj,0.0012381721180633532,8.375870210428566E-4,5,2,3,0,0
code-switch,CMU,291,单独 饭厅 ， 后院 可 免费 停车 ， 包 utility ， 全 套 家具 .,单独 饭厅 ， 后院 可 免费 停车 ， 包 各 种 服务费 ， 全 套 家具 。,10,utility,各,2.64E-15,4.131502,DT,12,det,3.2168197184979274E-4,3.5202932768467883E-4,7,1,2,0,0
code-switch,CMU,302,整个 house 的 是 yearly lease .,整个 房子 的 是 整 年 租 。,2,house,房子,5.70E-17,4.488641,NN,7,nsubj,0.0012381721180633532,8.375870210428566E-4,5,2,5,0,0
code-switch,CMU,303,补充 ： 如果 几 个 同学 一 起 租 整 个 house ， 麻烦 告知 具体 要求 。,补充 ： 如果 几 个 同学 一 起 租 整 个 房子 ， 麻烦 告知 具体 要求 。,12,house,房子,5.70E-17,4.638225,NN,9,dobj,0.0012381721180633532,8.375870210428566E-4,5,2,3,0,0
code-switch,CMU,304,整 栋 house 的 最早 2017/6/1 开始 入住 。,整 栋 房子 的 最早 6/1/2017 开始 入住 。,3,house,房子,5.70E-17,1.554753,NN,8,nsubj,0.0012381721180633532,8.375870210428566E-4,5,2,5,0,0
code-switch,CMU,307,如 有 需要 ， 请 email 联系 （ em@19,如 有 需要 ， 请 发 邮件 联系 （ em@19,6,email,发,6.77E-16,3.301296,VV,2,conj,4.855576933581777E-4,1.6387572150838498E-4,5,1,4,0,0
code-switch,CMU,309,房租 交付 方式 为 check 。,房租 交付 方式 为 支票 支付 。,5,check,支票,7.56E-18,6.2687,NN,6,nmod:prep,4.248629816884055E-5,1.8208413500931665E-5,5,2,1,0,0
code-switch,CMU,311,房间 是 house 当中 最 大 的 一 间 ， 向阳 ， 整个 house 有 两 个 卫生间 ， 所以 不 会 有 洗漱 冲突 的 问题 。,房间 是 房子 当中 最 大 的 一 间 ， 向阳 ， 整个 房子 有 两 个 卫生间 ， 所以 不 会 有 洗漱 冲突 的 问题 。,3,house,房子,5.70E-17,5.178407,NN,6,advmod:loc,0.0012381721180633532,8.375870210428566E-4,5,2,3,0,0
code-switch,CMU,313,手头 没有 floor plan ， 所以 自己 画 了 张 。,手头 没有 户型 图 ， 所以 自己 画 了 张 。,3,floor,户型,2.57E-19,7.021648,NN,4,compound:nn,1.4566730800745332E-4,7.283365400372666E-5,5,2,1,0,0
code-switch,CMU,314,邮寄 的 包裹 不用 担心 丢失 ， 会 有 doorman 代为 签收 保管 ；,邮寄 的 包裹 不用 担心 丢失 ， 会 有 门卫 代为 签收 保管 ；,10,doorman,门卫,3.06E-19,5.961693,NN,9,dobj,4.855576933581777E-5,1.2138942333954442E-5,7,2,1,0,0
code-switch,CMU,316,房东 美国 老头 ， 非常 nice .,房东 美国 老头 ， 人 非常 好 。,5,nice,人,8.08E-15,3.772462,NN,7,nsubj,4.1272403935445107E-4,0.001013601684885196,4,1,2,0,1
code-switch,CMU,319,house 内部 精心 装修 过 ， 因此 住 得 非常 舒服 。,房子 内部 精心 装修 过 ， 因此 住 得 非常 舒服 。,1,house,房子,5.70E-17,5.512905,NN,2,compound:nn,0.0012381721180633532,8.375870210428566E-4,5,2,1,0,0
code-switch,CMU,320,house 在 白人 养老 社区 ， 环境 十分 幽静 ， 治安 很 好 。,房子 在 白人 养老 社区 ， 环境 十分 幽静 ， 治安 很 好 。,1,house,房子,5.70E-17,5.512905,NN,9,nmod:topic,0.0012381721180633532,8.375870210428566E-4,5,2,8,0,0
code-switch,CMU,322,总之 家 里 非常 宽敞 ， 可以 开 party 。,总之 家 里 非常 宽敞 ， 可以 开 派对 。,9,party,派对,1.73E-18,2.986791,NN,8,dobj,2.7919567368095216E-4,6.069471166977221E-6,5,2,1,0,0
code-switch,CMU,323,厨房 卫生间 ： 可能 与 另 一 个 房间 的 人 share ， 另 一 个 房间 是 女生 ， 匹 大学生 ， 人 很 nice ， 很 爱 干净 。,厨房 卫生间 ： 可能 与 另 一 个 房间 的 人 共用 ， 另 一 个 房间 是 女生 ， 匹 大学生 ， 人 很 善良 ， 很 爱 干净 。,12,share,共用,4.01E-18,Infinity,JJ,19,dep,4.491408663563144E-4,1.2138942333954442E-5,5,2,7,0,0
code-switch,CMU,324,周边 ： 附近 有 bar 和 餐厅 ， 还 有 小 超市 。,周边 ： 附近 有 酒吧 和 餐厅 ， 还 有 小 超市 。,5,bar,酒吧,5.07E-18,4.996511,NN,7,conj,3.0347355834886106E-5,,3,2,2,0,0
code-switch,CMU,325,房间 格局 ： 一 室 一 厅 一 厨 一 卫 ， 很 适合 一 个 人 或 couple 入住 ， 房间 的 隔音 效果 很 好 。,房间 格局 ： 一 室 一 厅 一 厨 一 卫 ， 很 适合 一 个 人 或 情侣 入住 ， 房间 的 隔音 效果 很 好 。,19,couple,情侣,1.23E-18,4.659988,NN,14,dobj,6.676418283674943E-5,1.8208413500931665E-5,6,2,5,0,0
code-switch,CMU,326,可以 直接 签 一 年 ， 也 可以 接 现在 的 lease 然后 续签 。,可以 直接 签 一 年 ， 也 可以 接 现在 的 租约 然后 续签 。,12,lease,租约,8.76E-19,5.15765,NN,9,dobj,6.433639436995855E-4,4.248629816884055E-5,5,2,3,0,0
code-switch,CMU,329,房租 加上 utility 费用 一共 每 月 $1086 。,房租 加上 各 种 服务 费用 一共 每 月 $1086 。,3,utility,各,2.64E-15,3.145452,DT,6,det,3.2168197184979274E-4,3.5202932768467883E-4,7,1,3,0,0
code-switch,CMU,333,卧室 在 house 二 楼 。,卧室 在 房子 二 楼 。,3,house,房子,5.70E-17,4.574354,NN,5,compound:nn,0.0012381721180633532,8.375870210428566E-4,5,2,2,0,0
code-switch,CMU,335,价格 the lower the better 。,价格 越 低 越 好 。,2,the,越,6.14E-16,3.133021,AD,3,advmod,1.699451926753622E-4,3.0347355834886106E-5,3,1,1,0,0
code-switch,CMU,336,可以 在 网上 看 这个 apartment 的 介绍 。,可以 在 网上 看 这个 公寓 的 介绍 。,6,apartment,公寓,1.10E-17,5.075267,NN,8,nmod:assmod,4.855576933581777E-4,6.372944725326083E-4,9,2,2,0,0
code-switch,CMU,337,公寓 的 详细 信息 和 图片 可以 在 union 的 网站 上 看到 。,公寓 的 详细 信息 和 图片 可以 在 联合 机构 的 网站 上 看到 。,9,union,联合,4.69E-16,4.221861,JJ,10,amod,6.069471166977221E-6,6.069471166977221E-6,5,2,1,0,0
code-switch,CMU,339,若 有 兴趣 请 发 email 到 em@20,若 有 兴趣 请 发 邮件 到 em@20,6,email,邮件,2.05E-17,5.702331,NN,5,dobj,4.855576933581777E-4,1.3352836567349886E-4,5,2,1,0,0
code-switch,CMU,341,公寓 也 是 pet friendly 的 。,公寓 也 是 允许 饲养 宠物 的 。,4,pet,允许,1.73E-16,3.845299,VV,0,root,2.4277884667908884E-5,1.8208413500931665E-5,3,2,0,1,0
code-switch,CMU,345,三 人 公用 一 个 bathroom 。,三 人 公用 一 个 浴室 。,6,bathroom,浴室,2.84E-18,4.683982,NN,0,root,1.8208413500931663E-4,6.069471166977221E-5,8,2,0,1,0
code-switch,CMU,351,客厅 和 厨房 大家 共用 ， 卫生间 两 个 女生 share 一 个 ， 两 个 男生 share 另 一 个 。,客厅 和 厨房 大家 共用 ， 卫生间 两 个 女生 共用 一 个 ， 两 个 男生 共用 另 一 个 。,11,share,共用,4.01E-18,Infinity,JJ,17,amod,4.491408663563144E-4,1.2138942333954442E-5,5,2,6,0,0
code-switch,CMU,353,此 房间 位于 三 层 楼 的 house 的 二 楼 一 间 ， 一 楼 是 客厅 、 厨房 和 厕所 。,此 房间 位于 三 层 楼 的 房子 的 二 楼 一 间 ， 一 楼 是 客厅 、 厨房 和 厕所 。,8,house,房子,5.70E-17,4.028136,NN,11,nmod:assmod,0.0012381721180633532,8.375870210428566E-4,5,2,3,0,0
code-switch,CMU,354,社区 安全 安静 ： 是 house .,社区 安全 安静 ： 是 整 套 房子 。,6,house,整,8.06E-17,4.422511,JJ,7,amod,0.0012381721180633532,1.153199521725672E-4,5,1,1,0,0
code-switch,CMU,355,lease 如果 是 夏天 may-july 夏天 结束 都 可以 。,租约 如果 是 夏天 ， 五六月 夏天 结束 都 可以 。,1,lease,租约,8.76E-19,6.527233,NN,4,nsubj,6.433639436995855E-4,4.248629816884055E-5,5,2,3,0,0
code-switch,CMU,366,走进 房子 就 觉得 房子 是 一 个 happy house ！,走进 房子 就 觉得 房子 是 一 个 气氛 愉悦 的 地方 ！,9,happy,气氛,5.04E-17,6.088486,NN,10,nsubj,3.0347355834886106E-5,1.2138942333954442E-5,5,2,1,0,0
code-switch,CMU,370,租 一 个 房间 或者 一 个 house 都 可以 。,租 一 个 房间 或者 一 整 个 房子 都 可以 。,7,house,整,8.06E-17,6.460328,JJ,8,amod,0.0012381721180633532,1.153199521725672E-4,5,1,1,0,0
code-switch,CMU,372,还有 个别 house 和 个别 单独 的 房间 招租 。,还有 个别 房子 和 个别 单独 的 房间 招租 。,3,house,房子,5.70E-17,5.174943,NN,8,conj,0.0012381721180633532,8.375870210428566E-4,5,2,5,0,0
code-switch,CMU,373,房间 位 于 house 三 层 楼 的 第三 层 。,房间 位 于 房子 三 层 楼 的 第三 层 。,4,house,房子,5.70E-17,5.631359,NN,7,compound:nn,0.0012381721180633532,8.375870210428566E-4,5,2,3,0,0
code-switch,CMU,375,整个 house 家具 齐全 ， 出租 卧室 家具 齐全 ， 可以 打包 低价 转让 ， 方便 拎包 入住 。,整个 房子 家具 齐全 ， 出租 卧室 家具 齐全 ， 可以 打包 低价 转让 ， 方便 拎包 入住 。,2,house,房子,5.70E-17,4.488641,NN,4,nmod:topic,0.0012381721180633532,8.375870210428566E-4,5,2,2,0,0
code-switch,CMU,380,可以 租 整 个 house ， 也 可以 租 单独 一 个 两 个 卧室 。,可以 租 整 个 房子 ， 也 可以 租 单独 一 个 两 个 卧室 。,5,house,房子,5.70E-17,4.638225,NN,2,dobj,0.0012381721180633532,8.375870210428566E-4,5,2,3,0,0
code-switch,CMU,381,如果 没有 简单 介绍 ， 我 会 认为 很 可能 是 scam 。,如果 没有 简单 介绍 ， 我 会 认为 很 可能 是 诈骗 。,12,scam,诈骗,8.87E-18,5.081351,NN,8,ccomp,6.069471166977221E-6,1.8208413500931665E-5,4,2,4,0,0
code-switch,CMU,382,ps : 中国 房东 ， 特别 nice .,备注 : 中国 房东 ， 特别 好 。,1,ps,备注,2.28E-18,4.088296,NN,7,dep,2.4277884667908884E-5,2.4277884667908884E-5,2,2,6,0,0
code-switch,CMU,385,房东 只 给 了 一 张 house 外 观照 ， 比较 irrelevant 我 就 不 po 了 。,房东 只 给 了 一 张 房子 外 观照 ， 比较 无关紧要 我 就 不 上传 了 。,7,house,房子,5.70E-17,5.326414,NN,9,compound:nn,0.0012381721180633532,8.375870210428566E-4,5,2,2,0,0
code-switch,CMU,386,目前 只有 两 个 房间 available .,目前 只有 两 个 房间 可 租 。,6,available,可,1.43E-15,3.590099,VV,7,aux:modal,2.4277884667908884E-4,7.101281265363349E-4,9,1,1,0,0
code-switch,CMU,391,确实 email 过 我 啊 ， em@25,确实 发 过 邮件 给 我 啊 ， em@25,2,email,发,6.77E-16,4.84728,VV,0,root,4.855576933581777E-4,1.6387572150838498E-4,5,1,0,1,0
code-switch,CMU,392,整个 house 的 结构 ： 一 楼 是 客厅 、 餐厅 和 厨房 （ 厨房 很 好 ， 夏天 可以 打开 后门 到 阳台 ） 。,整个 房子 的 结构 ： 一 楼 是 客厅 、 餐厅 和 厨房 （ 厨房 很 好 ， 夏天 可以 打开 后门 到 阳台 ） 。,2,house,房子,5.70E-17,4.488641,NN,4,nmod:assmod,0.0012381721180633532,8.375870210428566E-4,5,2,2,0,0
code-switch,CMU,399,缺点 是 三 个 人 share 一 个 full bathroom ， 但 考虑 到 距离 和 utilities 和 家具 全 包 等 条件 ， 这 绝对 是 个 特别 好的 选择,缺点 是 三 个 人 共用 一 整 个 卫生间 ， 但 考虑 到 距离 和 水电气 费 和 家具 全 包 等 条件 ， 这 绝对 是 个 特别 好的 选择,6,share,共用,4.01E-18,Infinity,JJ,10,amod,4.491408663563144E-4,1.2138942333954442E-5,5,2,4,0,0
code-switch,CMU,400,房子 ： 是 一 个 house ， 有 中央 空调 。,房子 ： 是 一 个 整套 房子 ， 有 中央 空调 。,6,house,整套,1.74E-17,6.358877,JJ,7,amod,0.0012381721180633532,1.8208413500931665E-5,5,2,1,0,0
code-switch,CMU,401,出租 时间 和 租金 ： 7/31/2016 ~ 6/30/2016，$300 / month .,出租 时间 和 租金 ： 7/31/2016 ~ 6/30/2016，$300 每 月 。,9,month,每,9.51E-16,3.483315,DT,10,det,6.069471166977221E-5,2.3670937551211163E-4,5,1,1,0,0
code-switch,CMU,405,一 楼 有 doorman ， 负责 人员 进出 管理 以及 收发 包裹 ， 所以 不用 担心 安全 问题 以及 包裹 丢失 。,一 楼 有 门卫 ， 负责 人员 进出 管理 以及 收发 包裹 ， 所以 不用 担心 安全 问题 以及 包裹 丢失 。,4,doorman,门卫,3.06E-19,5.914914,NN,3,dobj,4.855576933581777E-5,1.2138942333954442E-5,7,2,1,0,0
code-switch,CMU,406,有 indoor 和 outdoor 的 停车场 ， 而且 周围 的 街区 都 可以 免费 街 pa 。,有 室内 和 室外 的 停车场 ， 而且 周围 的 街区 都 可以 免费 沿街 停车 。,2,indoor,室内,1.87E-17,4.671109,NN,4,conj,1.2138942333954442E-5,3.641682700186333E-5,6,2,2,0,0
code-switch,CMU,409,卧室 内 一 个 closet ， 客厅 另 有 一 个 closet 。,卧室 内 一 个 衣柜 ， 客厅 另 有 一 个 衣柜 。,5,closet,衣柜,4.72E-19,6.088486,NN,9,nmod:topic,3.095430295158383E-4,7.890312517070388E-5,6,2,4,0,0
code-switch,CMU,411,bedroom 个数 至少 两 个 及 以上 ；,卧室 个数 至少 两 个 及 以上 ；,1,bedroom,卧室,3.33E-18,6.527233,NN,2,nsubj,3.034735583488611E-4,7.768923093730843E-4,7,2,1,0,0
code-switch,CMU,412,apt 或者 house 都 可以 。,公寓 或者 整 套 房子 都 可以 。,1,apt,公寓,1.10E-17,4.876083,NN,5,conj,1.3959783684047608E-4,6.372944725326083E-4,3,2,4,0,0
code-switch,CMU,415,布局 ： 该 house 有 四 室 两 卫 ， 三 间 卧室 在 二 楼 ， 一 间 在 三 楼 ， 一 间 卫生间 在 二 楼 一 间 在 一 楼 。,布局 ： 该 房子 有 四 室 两 卫 ， 三 间 卧室 在 二 楼 ， 一 间 在 三 楼 ， 一 间 卫生间 在 二 楼 一 间 在 一 楼 。,4,house,房子,5.70E-17,4.259009,NN,5,dep,0.0012381721180633532,8.375870210428566E-4,5,2,1,0,0
code-switch,CMU,419,短期 的 summer lease 也 可 考虑 。,短期 的 暑期 短 租 也 可 考虑 。,3,summer,暑期,2.46E-18,5.080124,NN,4,nsubj,7.283365400372666E-5,4.855576933581777E-5,6,2,1,0,0
code-switch,CMU,420,无线 网络 和 utility 全部 办好 了 ， 不 需要 自己 花 时间 交 押金 申请 ， 只 需要 share 就 可以 。,无线 网络 和 各 类 服务 费用 全部 办好 了 ， 不 需要 自己 花 时间 交 押金 申请 ， 只 需要 分摊 就 可以 。,4,utility,各,2.64E-15,3.510288,DT,6,det,3.2168197184979274E-4,3.5202932768467883E-4,7,1,2,0,0
code-switch,CMU,421,如果 有 兴趣 ， 各位 同学 可以 站 内 留言 或者 email ， 告诉 我 对 房子 的 要求 。,如果 有 兴趣 ， 各位 同学 可以 站 内 留言 或者 发 邮件 ， 告诉 我 对 房子 的 要求 。,12,email,发,6.77E-16,4.181838,VV,10,conj,4.855576933581777E-4,1.6387572150838498E-4,5,1,2,0,0
code-switch,CMU,423,town house ， 四 卧室 。,市内 宅邸 ， 四 卧室 。,1,town,市内,1.67E-18,4.084231,NN,2,nsubj,2.4277884667908884E-5,,4,2,1,0,0
code-switch,CMU,425,具体 floor plan :,具体 户型 :,2,floor,户型,2.57E-19,7.403087,NN,0,root,1.4566730800745332E-4,7.283365400372666E-5,5,2,0,1,0
code-switch,CMU,428,具体 email 沟通 em@26,具体 发 邮件 沟通 em@26,2,email,发,6.77E-16,4.946085,NN,3,compound:nn,4.855576933581777E-4,1.6387572150838498E-4,5,1,1,0,0
code-switch,CMU,432,see new ad 能 麻烦 您 介绍 的 具体 一点 嘛 ？,看见 新 的 广告 能 麻烦 您 介绍 的 具体 一点 嘛 ？,1,see,看见,1.33E-16,5.512905,VV,6,dep,6.069471166977221E-6,1.2138942333954442E-5,3,2,5,0,0
code-switch,CMU,436,房子 价格 加上 所有 设施 ， 人均 每 月 大概 在 $580~$650 （ 费用 因 gas 包 不 包含 heat 而 变化 ） 。,房子 价格 加上 所有 设施 ， 人均 每 月 大概 在 $580~$650 （ 费用 因 电气 包 不 包含 暖气 而 变化 ） 。,16,gas,电气,1.36E-17,5.594873,NN,17,compound:nn,6.676418283674943E-5,1.2138942333954442E-5,3,2,1,0,0
code-switch,CMU,437,lobby 照片 ， 安全 有 保障,大厅 照片 ， 安全 有 保障,1,lobby,大厅,6.62E-18,5.144928,NN,2,compound:nn,3.0347355834886106E-5,1.2138942333954442E-5,5,2,1,0,0
code-switch,CMU,438,更多 问题 ， 欢迎 email 我 : c .,更多 问题 ， 欢迎 发 邮件 给我 : c 。,5,email,发,6.77E-16,4.866854,VV,4,ccomp,4.855576933581777E-4,1.6387572150838498E-4,5,1,1,0,0
code-switch,CMU,440,这 房子 实在 是 大 到 没 朋友 ， 要 不 是 我 有 lease 在 身 我 都 想 搬 进去 。,这 房子 实在 是 大 到 没 朋友 ， 要 不 是 我 有 租约 在 身 我 都 想 搬 进去 。,15,lease,租约,8.76E-19,5.77,NN,14,dobj,6.433639436995855E-4,4.248629816884055E-5,5,2,1,0,0
code-switch,CMU,441,房东 包 除 网 以外 所有 utility 。,房东 包 除 网 以外 所有 服务 费用 。,7,utility,服务,1.07E-15,3.404197,NN,8,compound:nn,3.2168197184979274E-4,7.890312517070388E-5,7,2,1,0,0
